Keywords,Text,Target 1,Stance 1,Domain,In Use
口罩,我真烦我 做事情犹犹豫豫 烦死了 看见他不开心好想我又心软了 好像他开心我心里会好过似的 偏偏今天要近距离看见他的样子 我不走那么近我不去主动请缨借口罩 我那这么多事情 我真的站在太阳下 感觉都是阴暗寒碜的 不想让他打乱我 要爱就爱不爱就拉倒 他这样子算什么好汉 搞笑 他觉得不行那就拜拜,口罩,中立,新冠疫情,1
居家办公,居家办公正式结束 返工前一天睡眠还没倒过来 这个点儿了还睡不着 翻开手机找出了居家期间做的菜菜（好多都没拍）,居家办公,中立,新冠疫情,1
防疫,据温州鹿城发布 鉴于当前疫情防控形势，为做好疫情防控工作，方便群众就近参加核酸采样，现将鹿城区核酸采样点最新点位信息公布如下（如有变动，以属地村社通知为准）。区防控办将通过“温州防疫码”核酸模块变化、短信等方式进行温馨提醒。,疫情防控,中立,新冠疫情,1
防疫,据温州鹿城发布 鉴于当前疫情防控形势，为做好疫情防控工作，方便群众就近参加核酸采样，现将鹿城区核酸采样点最新点位信息公布如下（如有变动，以属地村社通知为准）。区防控办将通过“温州防疫码”核酸模块变化、短信等方式进行温馨提醒。,核酸采样,中立,新冠疫情,1
居家办公,没见过美女吗 一直看吃饭饭 再度开启居家办公看看家里的药居然只有6月买的的999和止咳糖浆 藿香正气液楼下药房都开始排队了,居家办公,中立,新冠疫情,1
居家办公,没见过美女吗 一直看吃饭饭 再度开启居家办公看看家里的药居然只有6月买的的999和止咳糖浆 藿香正气液楼下药房都开始排队了,排队买药,中立,新冠疫情,1
静默,静默居家，家里仅剩的低筋粉做了德式布丁塔，整形的时候底做的厚了，如果底下能像上面一样酥酥脆脆的就太美了,静默居家,中立,新冠疫情,1
居家办公,和这边领导相处几个月，今天终于确认这人的极度情绪化工作，以及总能被我一眼看穿的一些无关紧要的谎言，比如明明是内江人，却自始至终说自己重庆人，明明认识好友的同事，却连连否认…总能让我对号入座太多学生时代的一些同学特征。居家办公五分钟找不到我就开始抓狂，其实知道她就是把我当工具，但抱歉，我本人耐心实在有限，很难被ppt到,居家办公,中立,新冠疫情,1
居家办公,居家办公收快递淘到了一个1997年中古限量款的happy birthday包！立马给他配了套look以后每年一起过生日啦,居家办公,中立,新冠疫情,1
防疫,真正爱国并且有脑子的人希望的是不要有人借疫情之名发国难财、希望不要再有人因为过度防疫离开人世而不是听风是雨 让有些坏人趁火打劫逮着机会做对我们国家不好的坏事 那是蠢,疫情,中立,新冠疫情,1
口罩,世界上本没有什么岁月静好，不过是有人在为你负重前行。基辛格在《论中国》中说，中国人总是被他们之中最勇敢的人保护得很好。的确，是那些临危受命舍，小家顾大家的医护人员，是那些来回奔波运输救援。在这场没有硝烟的战争中，白衣战士们奔赴前线，那我们普通人更要守卫后方。这个国庆节，只有出门口罩，回家消毒。“岂曰无衣，与子同袍”我们没有白大褂，但我们的心紧紧在一起。,国庆节,中立,新冠疫情,1
口罩,PDD 稳健 kn95防护口罩 73 消息迅速从咸阳传向四面八方，国人纷纷传颂商鞅言出必行的美名。商鞅见时机成熟，立即推出新法。第二次变法就这样取得了成功。,kn95防护口罩,中立,新冠疫情,1
新冠共存,看吵架看的头疼。清零和躺平其实是两个极端罢了。共存这句话放在一年前要被人骂死，但是现在你看看周围，愿意不愿意的，我们已经在和病毒共存了。现在的目标是有序放开，而不是两群人往两个方向使力做无用功。这同时还要警惕ngo在里面搅浑水，搞颜色革命，攻击核酸，方舱，大白等等那些有序放开所依赖的保障措施。,躺平,中立,新冠疫情,1
居家办公,现在有的队伍和集中工作住宿公司领导机关阳一大片降低到岗率居家办公却要求各地分公司竖起铜墙铁壁文电一封接一封还是坚决打赢保卫战那一套话说的一套比一套满可以说非常精分了差不多得了真的,居家办公,中立,新冠疫情,1
居家办公,现在有的队伍和集中工作住宿公司领导机关阳一大片降低到岗率居家办公却要求各地分公司竖起铜墙铁壁文电一封接一封还是坚决打赢保卫战那一套话说的一套比一套满可以说非常精分了差不多得了真的,新冠感染,中立,新冠疫情,1
静默,没想到阻挡我打不着出租车的不是大雪 大雨恶劣天气 而是疫情的封控静默害……骑着我的小电驴15km一路上没有一人 孤零零的几辆半挂死寂般的帝都 2北京,恶劣天气,中立,新冠疫情,1
口罩,刚刚得知办公室有两个阳，跟领导私下闲聊突然给我说的…这垃圾公司也不给人通知下，既然要上班好歹让大家做好防护措施，现在大家连口罩都没带……,办公室疫情,中立,新冠疫情,1
居家办公,好像好久没有慢下来生活了 每天都有不同的任务推着走 不知不觉连冬天也到了（很冷） 已经居家办公很久了 已经很久没有出门骑车了（不过这大风应该会把我吹傻） 也大概是因为没有怎么出去吹风 已经入冬也没有感冒 很是开心 想着应该是免疫力变好了些 希望后面要多多动起来 不然太安静可不好,居家办公,中立,新冠疫情,1
加强针,根据疫情防控需要购买“四类”药物不受限制的是A.体温异常，有发热情形的人员B.未接种新冠疫苗或未接种加强针的人员C.健康码或行程卡异常的人员D.有高风险旅居史的人员E.为他人代购，无法提供实际用药人有效核酸检测阴性证明的人员,疫情防控,中立,新冠疫情,1
加强针,根据疫情防控需要购买“四类”药物不受限制的是A.体温异常，有发热情形的人员B.未接种新冠疫苗或未接种加强针的人员C.健康码或行程卡异常的人员D.有高风险旅居史的人员E.为他人代购，无法提供实际用药人有效核酸检测阴性证明的人员,新冠疫苗,中立,新冠疫情,1
口罩,12 1起台灣室外可以不戴口罩了。我絕對會摘下口罩，真的受夠了，也希望早日室內可以不要戴，上班對電腦不想戴口罩了，開會再戴，目的是為了不用費力表情管理，可以在聽白痴主管說話時在口罩下嗤笑。我至今還沒有確診過，可預期的是我應該會因為在人群中未戴口罩而迎來確診，但那並不可怕，可怕的是必須永遠生活在面罩之下。,感染新冠,中立,新冠疫情,1
口罩,想买点n95口罩，搜了一下稳健医疗。某宝稳健旗舰店的n95口罩，十个售价59.9，而且还没货。这不买稳健医疗的股票吗？他都快赚疯了，明天稳健医疗不涨停庆祝一下吗？,股票,中立,新冠疫情,1
防疫,不反对疫情防控，但是不应该让绝大部分人成为防疫成本的承担者，这个成本不仅仅是经济成本，还有心理成本，精神成本，时间成本等等，谁阳了你去管谁，谁重症了你去治谁，其他人最起码的生活状态需要正常且稳定，一个城市的餐饮行业、文化行业、体育行业说停摆就停摆，是个正常人应该都不会觉得这种行为是科学的吧，因为这有损公民权益，更不利于社会发展，这话放在疫情初期是不会说的，但病毒毒性今非昔比。,疫情防控,中立,新冠疫情,1
口罩,2022杭州马拉松，我仅在出发时领先了几秒秒，之后在14公里之前被人山人海的人潮吞没了，我一直怀疑口罩事件三年能勇现出这么多多神速的选手吗？30公里之后，视野所见都被反超，在最后的2公里更是绝杀无数，最终在终点前画面清晰的冲刺，此现象得出一个结论：前面有多快，后面就有多慢。,2022杭州马拉松,中立,新冠疫情,1
口罩,应酬完跟司机交流比亚迪秦上路15万日跑12小时月入1万平台扣17 20 保住车贷房贷家庭开支就行口罩影响不指望存钱和挣钱,比亚迪秦,中立,新冠疫情,1
口罩,应酬完跟司机交流比亚迪秦上路15万日跑12小时月入1万平台扣17 20 保住车贷房贷家庭开支就行口罩影响不指望存钱和挣钱,家庭开支,中立,新冠疫情,1
居家办公,昨天申请加班申请不下来，领导都说让我在家休息记居家办公算正常出勤了本来是个大便宜结果今天上班的同事又突然封了＆核酸没出结果又被抓来上班了有点亏了咱说,核酸,中立,新冠疫情,1
新冠共存,lmmTwitter2022 11.27新冠病毒走的路，绝不是崭新的一条路，而是所有病毒走过千万年的老路，那就是，你们爱共存不共存，人家才是那个打响指的灭霸，不是人类。什么人类允许感冒病毒共存是因为感冒病毒弱啊，不是的，而是感冒病毒允许你的祖先活下来，你的祖先才产下后代，后代继承了这种祖先的基因，才觉得感冒病毒弱了。,感冒病毒共存,中立,新冠疫情,1
加强针,康希诺 sh688185 在互动平台上表示，公司对吸入用新冠疫苗的大规模使用进行了提前布局以保障及时供应，包括雾化设备和耗材。目前公司的吸入用新冠疫苗已在国内多个省市逐步开始使用，基于目前的加强针市场需求，公司能够及时、充足供应。评：果然有两把刷子。,吸入用新冠疫苗,中立,新冠疫情,1
加强针,20221102 whatever life 第四针加强针终于安排上了。现在感受到体温慢慢上升的过程。好神奇哟！,体温,中立,新冠疫情,1
加强针,建议方舱医院对收治的患者做个调查，包括哪些无症状感染者和转为重症的患者疫苗接种情况。假如我预料不差的话，无症状感染者都是已经接种了加强针的人群。如果真是那样，我们的防疫政策应当由发现传染源转为抵御传染源上。就是改全民核酸为全民注射疫苗加强针。如果全民都有新冠病毒抗体，那么，我们如此停工停产防疫又有什么意义呢？,方舱医院,中立,新冠疫情,1
新冠共存,接下来，封控 解封 封控 解封。。。将成为常态，因为病毒会长时间跟大家共存，去医院看病会越来越不方便，等大家都习惯了，新冠的影响力就跟流感一个级别了，大家的生活才真正回到三年前，这是一个对新冠重新认识的过程，也是一个重新建立信心的过程；今天，楼下邻居确诊了，我家楼道封控了。,封控,中立,新冠疫情,1
静默,我公公真是让我说他点啥好吧我小姑子从呼和转运回来的时候，天天上火啊，睡不着觉啊，担心啊，回家了差点开几桌庆祝。天天发朋友圈。我家都入户核酸了，孩子跟他视频，他问我们咋不上班呢。静默开始一次都没问过，跟我爸妈天差地别。好像我老公就捡来的，姑娘是亲生的。,静默,中立,新冠疫情,1
静默,封控，第五天刚刚，大白上门第二次核酸检测 现在，继续看书吧 窗外，听不见孩子们打打闹闹的声音了 树叶，也掉了许多 早上，从平台看下去，小区突然静默了,封控,中立,新冠疫情,1
静默,封控，第五天刚刚，大白上门第二次核酸检测 现在，继续看书吧 窗外，听不见孩子们打打闹闹的声音了 树叶，也掉了许多 早上，从平台看下去，小区突然静默了,静默,中立,新冠疫情,1
加强针,今天打了第一针康希诺，没什么特别的感觉，因为注射的左臂，就是胳膊有点疼，别的倒还没什么，继续观察下，六个月后注射第二针加强针……,康希诺,中立,新冠疫情,1
静默,棉花美娃娃标价均已刀过，出出闲置衣服都是20cm的，地区正在静默解封了才能发货走平台不需要提取走实际物流。一次买两套包邮搜索用Tag 肥啾啾 桃叶中 双子唱诗班 白色安息日裙裤都加购了 禁止触碰 浣熊贩卖中 点数全仅试穿,棉花美娃娃,中立,新冠疫情,1
静默,我们小区群里有个人，从上周一静默开始，他就不间断说冲卡。这一个星期不间断。这两天叫嚣的更多了，说什么冲卡没事，妨碍防疫才有事。沙x，我严重怀疑他收了钱。好在每次大家没人跟他接话。但是微信好像没办法举报呢。,静默,中立,新冠疫情,1
居家办公,qiao 大晚上和我说明天居家办公因为周六公司 了四个靠 我这周双休周六确实没去公司 可是我特意花了妆 戴新耳饰 穿新鞋出门了啊我还看了电影 还不小心选了人最多的场次 排了两个小时的队才吃到天河城对面的火锅逛了永旺超市还好因为等火锅浪费太多时间了来不及去天河又一城看衣服了,公司,中立,新冠疫情,1
口罩,朵色 口罩之下 努力干且有准备 人影响真的不大 到货不到一星期全部卖光门店老板无霜说： 生意太好都没发现自己卖的这么快,门店老板,中立,新冠疫情,1
静默,太难了今年，不延期对静默的考生不公平，也不安全，延期了对提前自费隔离的考生也不公平，而且好多人还在隔离期，还在担心回家后也要隔离…这种日子什么时候是个头…,考试延期,中立,新冠疫情,1
新冠共存,不想做第一批与新冠共存的大学生不想做不能出校也要和新冠共存的大学生只希望时间倒回到2019疫情开始之前,大学生,中立,新冠疫情,1
新冠疫苗,在推特上看到，京都大学（日本最激进及左派资源最多的名校，没有之一）学生搞了京大学生（挺新冠疫苗派）与校外反疫苗人士的辩论会（观众很多）。辩到最后，主持人说，几小时辨不出结论，只能用暴力解决！！然后，京大学生代表与反疫苗代表在《任天堂明星大乱斗》内决战。最终，京大赢得了胜利。,京都大学,中立,新冠疫情,1
新冠疫苗,在推特上看到，京都大学（日本最激进及左派资源最多的名校，没有之一）学生搞了京大学生（挺新冠疫苗派）与校外反疫苗人士的辩论会（观众很多）。辩到最后，主持人说，几小时辨不出结论，只能用暴力解决！！然后，京大学生代表与反疫苗代表在《任天堂明星大乱斗》内决战。最终，京大赢得了胜利。,京大学生,中立,新冠疫情,1
加强针,今天早上出去遛弯，感觉膝关节和髋关节很痛，有点怕冷，貌似还有点发烧，不会阳了吧。在这个小羊满地走的时代，还真的不得不防。不管了，先大椎放血，退烧。双委中放血，放完再加两针阴谷，加强委中效果。然后给自己煮了把黄豆，退热补中。到中午我就满血复活啦，应该就是风寒感冒光顾了一下，哈哈。,遛弯,中立,新冠疫情,1
新冠疫苗,需要知道的是：1、新冠的知识和定义 2、新冠疫苗的知识和定义。就像你写议论文需要第一步厘清概念一样。,新冠,中立,新冠疫情,1
新冠疫苗,需要知道的是：1、新冠的知识和定义 2、新冠疫苗的知识和定义。就像你写议论文需要第一步厘清概念一样。,疫苗,中立,新冠疫情,1
静默,nct西珍妮都是整图包出有人要吗 但是我这有疫情现在在静默 能发了立刻去发 走wx发公正贴 朴志晟 罗渽民 李楷灿 黄冠亨 郑成灿 黄仁俊,西珍妮,中立,新冠疫情,1
静默,nct西珍妮都是整图包出有人要吗 但是我这有疫情现在在静默 能发了立刻去发 走wx发公正贴 朴志晟 罗渽民 李楷灿 黄冠亨 郑成灿 黄仁俊,朴志晟,中立,新冠疫情,1
支持静默,真他妈疯了 所有人全疯了 谁都是错的 支持是错 反对也是错 这个b事发生以来三年所有人都疯了 干脆大家都去死好了 还有什么比这几年的大家更可怜的呢 不管是放开还是静默 反正总归只要死的 或许死在前进路途 或许连通报都没有的死在那场大火里 或许在连夜逃离的高速上 又或许是在各种作物无法售出的腐烂中 恨的要死 恨谁呢,放开,中立,新冠疫情,1
防疫,好像没什么立场说清零或者解封，不搞科研不十分了解病毒，也不了解防疫，也不是个体商户封了就没有收入，但是作为卫建相关从业者也被折腾的够呛很疲劳了，解封就加强防护保护我家娃和老人，清零就抓紧采购保证生活质量，累了，宇宙爆炸也只能接受。,解封,中立,新冠疫情,1
口罩,输就是赢 赢就是输股市里的空头其实是多头好好防疫是为了能正常生活 起风了 降温了 下雪了戴口罩 穿棉袄 猫冬吧,股市空头,中立,新冠疫情,1
居家办公,师兄阳了这个事我越想越觉得好笑。我昨天知道师兄阳了，他说在家歇着。我问他居家办公吗。他说居家不怎么办。我说那可以打游戏吗？他说可以。我说那岂不是疯狂打游戏？师兄说也不至于，还是得歇着。我问歇到啥时候。他说歇到阴。今天一看他的患阳感受，真是心疼又想笑,疯狂打游戏,中立,新冠疫情,1
居家办公,居家办公真让人像个傻子。。处理一年前的模型半夜发现不对劲以为下午保存错了。。又在一年前的目录里扒拉半天怎么都扒拉不出最新版。。突然发现自己是少展开了一个目录其实一直打开的就是最新版,模型,中立,新冠疫情,1
静默,亲爱的Z先生，又静默了，相比第一次的不安，已经好了许多，这次是有准备的。偶尔还是会想起你，就在每一个这样的夜里，点开你的头像看一看，想一想。,静默,中立,新冠疫情,1
防疫,23考研延期大晚上睡不着看微博，看到我报考的学校附院不给专硕发防疫物资，领导直接把要求防疫物资的学长锁喉带走看到我梦想的学校，研一学生阳了不给休息，最后累死了玛德，这艹蛋的世界。是六百块钱买断的贱命。,考研延期,中立,新冠疫情,1
疫苗,刚才乐祺哭，打滚儿哭…一碰哭的更夸张。我就静静地躺边上用手撑着我的头看他哭。他爹从次卧冲过来，说没听到你动静我还以为你打疫苗有反应（死）过去了我真的是想敲他,疫苗,中立,新冠疫情,1
疫苗,12月9号考过了Azure fundamental，炫一大顿麦当劳（一个汉堡一包薯条一杯可乐一个麦旋风一块鸡排），六点钟去打了第四针疫苗，Moderna bivalent，之后周六难受一天太痛苦了。吃了Panadol以后好很多了，今天终于差不多好转了。有健康的身体真的太好了。,第四针疫苗,中立,新冠疫情,1
封控,新冠这玩意，折腾了三年，看不到结束的希望，大家都疲了。适当宣泄一下不满情绪可以，但别上头。继续封控与全面放开，都会存在各种问题。主要矛盾和次要矛盾是不断变化的，有问题，解决问题就是了。宣泄不满情绪别上头，上头解决不了新冠带来的各种问题,全面放开,中立,新冠疫情,1
封控,新冠这玩意，折腾了三年，看不到结束的希望，大家都疲了。适当宣泄一下不满情绪可以，但别上头。继续封控与全面放开，都会存在各种问题。主要矛盾和次要矛盾是不断变化的，有问题，解决问题就是了。宣泄不满情绪别上头，上头解决不了新冠带来的各种问题,继续封控,中立,新冠疫情,1
口罩,昨天生日纸箱中的几张很喜欢的纸条子p1 这个姐妹可能没找到纸在哪哈哈哈 两个人匀了一张口罩纸给我写 好可爱,生日,中立,新冠疫情,1
新冠共存,这三年真的连感冒都不敢得，听说有人得新冠都无症状了。如果不是核酸检测应该早就与病毒共存了。看看世界杯就知道了那么多人聚集都不带口罩了，估计他们看新冠早就是很久远的事情了,与病毒共存,中立,新冠疫情,1
加强针,我老爸刚才问我啥时候有第四针疫苗？我说我也不知道，我也在等。还好，他们已经打完三针了（2针科兴 1针加强针），我去打的时候直接就是智飞（刚才手快打错字了，囧。）3针的。只是，我们都是去年就已经打完三针的，距今已过去1年了。所以，第四针啥时候有消息呀？,科兴,中立,新冠疫情,1
加强针,截至11月11日，中国3500万80岁以上老人的两针接种率只有65.7 。加强针接种率40 。60岁以上老人一针未接种的人数高达2500万,两针接种率,中立,新冠疫情,1
加强针,截至11月11日，中国3500万80岁以上老人的两针接种率只有65.7 。加强针接种率40 。60岁以上老人一针未接种的人数高达2500万,加强针接种率,中立,新冠疫情,1
封控,所以这些明显的普通人之间都存在巨大利益分歧和冲突的情况网络那些人叽歪什么民众跟zf的矛盾， 我觉得是很可笑的没法体谅宽容。有人说再封控我就要抑郁了， 有人说我本来就抑郁不封控我还得si。有人说我不想感染生病，有人说再不放开我没收入我破产。每个人都只能顾好自己，能牺牲自己保全他人的 很少,封控,中立,新冠疫情,1
防疫,昨晚没怎么睡好，一夜醒了几次，今天早上量体温37.5 了，这样也不用吃西药了。症状基本没有了，喉咙还是有点不舒服，有点咳嗽。下周继续居家戴口罩戴手套。听说下周到岗的员工发防疫物资和试剂盒。小孩目前还没有症状。梨子水还是炖煮起来。,居家,中立,新冠疫情,1
新冠共存,与新冠宏观上的长期共存，自外国各版本此起彼伏后基本已成事实。这种未来不确定的时期，往十年以上做打算吧。能想到的办法就是各省市划分防疫较严格和较松散地区，前者围绕老旧城区及医疗资源，后者围绕交通枢纽及经济开发区。警力收缩，维稳为先。反正学校要么封校要么网课，可以预见学区房将名存实亡。以后或许以疫区房取代。居民各取所需，以房投票吧。,与新冠共存,中立,新冠疫情,1
新冠共存,济南卡塔尔世界杯证明了新冠肺炎病毒流行已终结了吗？近期，微信时常出现有关卡塔尔世界杯证明了新冠肺炎病毒终结了的言论，并且还信誓旦旦地说：此是世卫组织做的一个实验。同时，还附上了我国有关病毒 医学专家的相关看法，大意是应该常态化了——全面放开，以提高自身的免疫力，与新冠肺炎病毒共存，进而消灭病毒。这是真的吗？恳请能够得到有关部门的及时解答。,卡塔尔世界杯,中立,新冠疫情,1
新冠共存,济南卡塔尔世界杯证明了新冠肺炎病毒流行已终结了吗？近期，微信时常出现有关卡塔尔世界杯证明了新冠肺炎病毒终结了的言论，并且还信誓旦旦地说：此是世卫组织做的一个实验。同时，还附上了我国有关病毒 医学专家的相关看法，大意是应该常态化了——全面放开，以提高自身的免疫力，与新冠肺炎病毒共存，进而消灭病毒。这是真的吗？恳请能够得到有关部门的及时解答。,与病毒共存,中立,新冠疫情,1
口罩,人是会成长的。一年前的我此时此刻也不会想到我会打算学吉他，也不会想到我会因为禁言和口罩改变了很多的看法，也不会想到有一天我能说放下就放下一段感情。,口罩,中立,新冠疫情,1
新冠共存,终于看到有热搜普及了，这几天办公室里新冠的讨论也很多，还有人坚定不疑的相信会影响生育的，也有担心会有阳性歧视的。对无常识的前者，不辩，如果是真的，几十年后，这世界上绝大多数的国家都该绝种了。对后者，作为在非洲和艾滋病人都握过手的人，我绝不会歧视任何疾病，更何况，病毒发展到共存，没人能躲得过，或早或晚都会 ，有人没得过流感吗？,新冠,中立,新冠疫情,1
口罩,而且隔壁女生到底说的她和阳性密接时空伴随还是和阳性时空伴随啊她说还在等通知让我出门戴口罩现在上一次厕所换一个口罩 给垃圾桶喷了好几次消毒酒精虽然很无效可能听起来,次密接,中立,新冠疫情,1
口罩,而且隔壁女生到底说的她和阳性密接时空伴随还是和阳性时空伴随啊她说还在等通知让我出门戴口罩现在上一次厕所换一个口罩 给垃圾桶喷了好几次消毒酒精虽然很无效可能听起来,密接,中立,新冠疫情,1
口罩,不对啊，拜登不是早就宣布新冠疫情结束了吗？至少在中国的网络媒体上，美国压根就没有疫情，大家都不戴口罩，生活乐无边。为什么现在又有人跳出来说美国扔处于新冠疫情中呢？这肯定是假的，大家都不要相信！,拜登,中立,新冠疫情,1
居家办公,居家办公楼上在抡大锤装修，谁懂这种痛啊我跟顺丰负责管这一块的新快递员是有仇吧，每次当天送就最后送我的，我的药啊西八,居家办公,中立,新冠疫情,1
疫苗,跟电脑前面坐着，瞟了眼之前做的抗原，寻思好像有点影影绰绰的双杠，完了就又测了一下，清晰极了，生病的第六天，在尾声终于可以确认是感染了。期间猫照撸，烟照抽，总体来说前两天比较痛苦，高烧不退关节酸痛，后几天明显逐日好转，目前嗓子还有一点点发炎。一针疫苗没打，整体感受还是可以接受的，开心的锣鼓敲出年年的喜庆 大家一定不要过度紧张,抗原,中立,新冠疫情,1
加强针,最近我给12345打电话什么时候可以打加强针。话务员说我帮你问一下卫生部门有没有你所谓的第四针。还没有回复。比起核酸和封锁，我和我的家人更需要疫苗。保护力多少不知道，能保护一点是一点。这一年，疫苗的进展如何呢？这些天我认为应该可以打加强针了，去疫苗点问，工作人员说：“没听说过。”,核酸,中立,新冠疫情,1
加强针,福奇27日电视节目中说：“作为一名公共卫生官员，我不想看到任何人死于新冠。美国每天仍有300至400人死于新冠，而最新的疫苗加强针接种率不到15 。有人说，忘了疫情吧，已经结束了——其实并没有。”,新冠致死,中立,新冠疫情,1
口罩,袋鼠医生医用外科口罩100只， 16.9 青春对他们来说是个充满梦幻的童话；成熟的青年纪念青春，青春就像一幅油墨未干的画；年迈的老人怀念青春，青春已是他们珍藏的泛黄的老照片。青春，多么美好的字眼，任何人都想拥有它，正处于青春这段美好时光的我们，怎么有理由不去珍惜它。？｝～,医用外科口罩,中立,新冠疫情,1
加强针,康希诺发布异动公告，因吸入用新冠疫苗商业化进程的推进，其逐步于全国多个省市可进行预约并使用，多篇新闻对相关情况进行了报道。基于当前的免疫策略及国内加强针接种率较高的情况，公司预期吸入用新冠疫苗不会带来公司业绩的大幅增长。,康希诺,中立,新冠疫情,1
加强针,康希诺发布异动公告，因吸入用新冠疫苗商业化进程的推进，其逐步于全国多个省市可进行预约并使用，多篇新闻对相关情况进行了报道。基于当前的免疫策略及国内加强针接种率较高的情况，公司预期吸入用新冠疫苗不会带来公司业绩的大幅增长。,吸入用新冠疫苗,中立,新冠疫情,1
加强针,阿斯利康周二表示，其新冠疫苗Vaxzevria已在欧盟获得全面上市许可。全面上市许可包括在初次接种或第三针加强针中使用Vaxzevria。 财经 股票 A股,新冠疫苗,中立,新冠疫情,1
加强针,阿斯利康周二表示，其新冠疫苗Vaxzevria已在欧盟获得全面上市许可。全面上市许可包括在初次接种或第三针加强针中使用Vaxzevria。 财经 股票 A股,股票,中立,新冠疫情,1
新冠共存,搞艺术的在用行为艺术反抗，医者的在论证新冠共存，法律人在给基层普法，这可以总结出什么呢，总结出我们的领导层是不是都是没受过教育的文盲啊？他们既不懂法，也不懂科学，更不懂人性,行为艺术,中立,新冠疫情,1
口罩,在各个小区里也不断重复着“请广大父老乡亲务必遵守疫情防控规定，邻里不串门、不聚集、不扎堆，居家守候，自觉参加每一次核酸检测，继续保持良好的卫生习惯，做到勤洗手、戴口罩、常通风……”用自己的小嗓门汇聚成防疫的强大力量。在城区大街小巷、县城小区、农村主干道，火车站采用悬挂横幅、张贴海报、各种“花式”宣传齐上阵，让防疫知识走进千家万户。,疫情防控,中立,新冠疫情,1
口罩,在各个小区里也不断重复着“请广大父老乡亲务必遵守疫情防控规定，邻里不串门、不聚集、不扎堆，居家守候，自觉参加每一次核酸检测，继续保持良好的卫生习惯，做到勤洗手、戴口罩、常通风……”用自己的小嗓门汇聚成防疫的强大力量。在城区大街小巷、县城小区、农村主干道，火车站采用悬挂横幅、张贴海报、各种“花式”宣传齐上阵，让防疫知识走进千家万户。,核酸检测,中立,新冠疫情,1
静默,也不是说什么一定要延期，但是对那些实在没有办法去到考点的学生来说，安排一下借考，给他们一个考试的机会也行呀（同为23考研人，自然知道这一年来有多么的不容易，不是圣母，勿喷。）就我现在而言，我们学校这边月末刚解除静默，昨天各个老师又开始催不考研的学生赶紧走。今早醒来一看，哦，又新增八例,解除静默,中立,新冠疫情,1
疫苗,七哥身体欠佳，不知道是打疫苗的原因还是坐车时间太久还是在猫包里待的太久的原因，回家上吐下泻。快支愣起来，和我打架呀！ 布偶猫,疫苗,中立,新冠疫情,1
居家办公,居家办公，让我确实不好给最近每天闹不想去幼托班的闪闪解释为什么她要去幼儿园妈妈在家里 之前可是信誓旦旦给她说妈妈出去上班的时候宝贝就要去幼儿园 我跟奶奶已经商量好了，她醒之前我还是早早起床躲起来，等她出门了我再出现比较合适，不然要上演一出哭天抢地的剧情且无法保证可以顺利散场,带娃,中立,新冠疫情,1
疫苗,一、钟南山表示，用同种疫苗继续加免，预防感染效果不会增强，但预防重症效果仍存在。请问用何种方法知道防重症的？二、用异种疫苗加免 在两剂灭活疫苗基础上加用亚单位蛋白疫苗 腺病毒疫苗 mRNA疫苗） ，效果明显提高。请直接说把疫苗打个遍不就成了，何必拐弯抹角！,异种疫苗加免,中立,新冠疫情,1
疫苗,一、钟南山表示，用同种疫苗继续加免，预防感染效果不会增强，但预防重症效果仍存在。请问用何种方法知道防重症的？二、用异种疫苗加免 在两剂灭活疫苗基础上加用亚单位蛋白疫苗 腺病毒疫苗 mRNA疫苗） ，效果明显提高。请直接说把疫苗打个遍不就成了，何必拐弯抹角！,钟南山,中立,新冠疫情,1
封控,封控的第十天，刷了一次深夜抖音，白天和晚上的dy完全是两个样子，看多了就麻木了…也许被一直蒙在鼓里也不是一件坏事…,封控,中立,新冠疫情,1
新冠疫苗,吉利德的瑞德西韦（治疗新冠时的商品名叫Veklury）今年Q3销售了9.25亿美元，是之前市场预测的3倍，这款在2020年之初被人们寄予厚望的药不能说对新冠完全没用，只能说有一点点效果。辉瑞今年Q3的报告中，将Comirnaty（复必泰疫苗在国外的商品名）全年销售额预测上调至340亿美元。真有效的药Paxlovid的全年销售预测是220亿美元。以上数据供大家参考。,瑞德西韦,中立,新冠疫情,1
新冠疫苗,吉利德的瑞德西韦（治疗新冠时的商品名叫Veklury）今年Q3销售了9.25亿美元，是之前市场预测的3倍，这款在2020年之初被人们寄予厚望的药不能说对新冠完全没用，只能说有一点点效果。辉瑞今年Q3的报告中，将Comirnaty（复必泰疫苗在国外的商品名）全年销售额预测上调至340亿美元。真有效的药Paxlovid的全年销售预测是220亿美元。以上数据供大家参考。,辉瑞,中立,新冠疫情,1
封控,其他地方不清楚，我们小区是从双11那天开始正式封控的这都28号了，我一直没出过小区，真的快难受死了看还要关多久吧,疫情外出,中立,新冠疫情,1
加强针,康希诺生物11月25日公告澄清：公司研发生产的吸入用重组新型冠状病毒疫苗 5型腺病毒载体 克威莎 雾优 作为加强针被纳入紧急使用后，公司高度重视生产能力及运输能力，目前每天产能达150万人份，潜在最大运力达每天100万人份，注意，并非“每天会有至少100万人份运往全国”。具体发运的执行以国家及各地疾控的指令为准。,康希诺生物,中立,新冠疫情,1
